filePath,lineNumber,text,classification
DeepBank1.1/20301006,377,"nw/wsj/03/wsj_0301.parse 5 7 gold predict-v 78 Predicting predict.01 1 ----- 0:1-ARGM-TMP 4:1-ARG0=Cause;Evidence/Speaker 7:0-rel 8:1-ARG1=Topic;Eventuality 
",Predicting
DeepBank1.1/20301007,230,"nw/wsj/03/wsj_0301.parse 6 2 gold trade-v 13.6-1 Exchange trade.01 1 ----- 0:1-ARG1=Theme 2:0-rel 3:1-ARG3=Co-Theme 8:1-ARGM-ADV 
",Exchange
DeepBank1.1/20301010,305,"nw/wsj/03/wsj_0301.parse 9 12 gold trade-v 13.6-1 Exchange trade.01 1 ----- 8:1-ARG1=Theme 12:0-rel 13:2-ARG3=Co-Theme 
",Exchange
DeepBank1.1/20301011,507,"nw/wsj/03/wsj_0301.parse 10 5 gold see-v 30.1-1 Perception_experience see.01 null ----- 0:2-ARG0=Experiencer;Perceiver_passive 5:0-rel 6:2-ARG1=Stimulus;Phenomenon 17:1-ARGM-ADV 
",Perception_experience
DeepBank1.1/20301012,298,"nw/wsj/03/wsj_0301.parse 11 6 gold predict-v 78 Predicting predict.01 1 ----- 0:2-ARG0=Cause;Evidence/Speaker 6:0-rel 7:1-ARG1=Topic;Eventuality 
",Predicting
DeepBank1.1/20301016,313,"nw/wsj/03/wsj_0301.parse 15 3 gold predict-v 78 Predicting predict.01 1 ----- 0:1-ARG0=Cause;Evidence/Speaker 2:1-ARGM-DIS 3:0-rel 4:2-ARG1=Topic;Eventuality 
",Predicting
DeepBank1.1/20301021,512,"nw/wsj/03/wsj_0301.parse 20 11 gold predict-v 78 Predicting predict.01 1 ----- 0:1-ARGM-LOC 6:2-ARG0=Cause;Evidence/Speaker 11:0-rel 12:1-ARG1=Topic;Eventuality 
",Predicting
DeepBank1.1/20301023,398,"nw/wsj/03/wsj_0301.parse 22 10 gold follow-v 47.8 Cotheme follow.01 null ----- 0:2*18:1-ARG0 10:0-rel 11:2-ARG1 17:1-ARGM-MNR 
",Cotheme
DeepBank1.1/20301029,744,"nw/wsj/03/wsj_0301.parse 28 17 gold suggest-v 37.7-1-1 Statement suggest.01 null ----- 0:2-ARG0=Agent;Speaker 17:0-rel 18:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/20301034,361,"nw/wsj/03/wsj_0301.parse 33 1 gold contend-v 29.5-2 Statement contend.01 1 ----- 0:1-ARG0=Agent;Speaker 1:0-rel 2:1-ARG1=Theme;Addressee 
",Statement
DeepBank1.1/20301041,413,"nw/wsj/03/wsj_0301.parse 40 1 gold predict-v 78 Predicting predict.01 1 ----- 0:1-ARG0=Cause;Evidence/Speaker 1:0-rel 2:1-ARG1=Topic;Eventuality 
",Predicting
DeepBank1.1/20301042,718,"nw/wsj/03/wsj_0301.parse 41 4 gold see-v 30.1-1 Perception_experience see.01 null ----- 1:1-ARG0 3:1-ARGM-TMP 4:0-rel 5:2-ARG1 
",Perception_experience
DeepBank1.1/20301044,539,"nw/wsj/03/wsj_0301.parse 43 5 gold suggest-v 37.7-1-1 Statement suggest.01 null ----- 0:2-ARG0=Agent;Speaker 5:0-rel 6:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/20301046,426,"nw/wsj/03/wsj_0301.parse 45 12 gold drop-v 45.6-1 Change_position_on_a_scale drop.01 null ----- 0:1-ARGM-LOC 8:2-ARG1 12:0-rel 13:1-ARG2 16:1-ARG4 22:1-ARGM-LOC 
",Change_position_on_a_scale
DeepBank1.1/20302003,622,"nw/wsj/03/wsj_0302.parse 2 2 gold follow-v 47.8 Cotheme follow.01 null ----- 0:1-ARG1=Theme;Theme 2:0-rel 3:2*9:1-ARG2=Co-Theme;Cotheme 
",Cotheme
DeepBank1.1/20302004,683,"nw/wsj/03/wsj_0302.parse 3 8 gold criticize-v 33 Judgment_communication criticize.01 null ----- 0:1*9:1-ARG1=Theme;Evaluee 7:1-ARGM-TMP 8:0-rel 10:1-ARG0=Agent;Communicator 16:1-ARG2=Attribute;Reason 
",Judgment_communication
DeepBank1.1/20303003,282,"nw/wsj/03/wsj_0303.parse 2 4 gold apply-v 105 Using apply.02 null ----- 0:1-ARG1=Theme 3:0-ARGM-MOD 4:0-rel 5:2-ARG2=Predicate 14:1-ARGM-TMP 
",Using
DeepBank1.1/20304001,611,"nw/wsj/03/wsj_0304.parse 0 14 gold leave-v 51.2-1 Quitting leave.01 null ----- 0:2-ARG0=Theme 14:0-rel 15:1-ARG1=Initial_Location 18:1-ARGM-CAU 
",Quitting
DeepBank1.1/20304004,379,"nw/wsj/03/wsj_0304.parse 3 5 gold clear-v 10.3-1 Verdict clear.01 3 ----- 0:2-ARG0=Agent 5:0-rel 6:1-ARG1=Location 8:1-ARG2=Theme 
",Verdict
DeepBank1.1/20304008,695,"nw/wsj/03/wsj_0304.parse 7 13 gold discover-v 30.2 Becoming_aware discover.01 null ----- 4:2*11:1*12:1-ARG0=Experiencer;Cognizer 13:0-rel 14:1-ARG1=Stimulus;Phenomenon 4:2*11:1-LINK-SLC 
",Becoming_aware
DeepBank1.1/20304009,231,"nw/wsj/03/wsj_0304.parse 8 5 gold try-v 61 Attempt try.01 null ----- 4:1*6:1-ARG0=Agent 5:0-rel 6:2-ARG1=Theme 
",Attempt
DeepBank1.1/20304019,324,"nw/wsj/03/wsj_0304.parse 18 1 gold start-v 55.1-1 Activity_start start.01 null ----- 0:1*7:2-ARG1=Theme;Activity 1:0-rel 3:1-ARGM-TMP 
",Activity_start
DeepBank1.1/20304020,386,"nw/wsj/03/wsj_0304.parse 19 13 gold mushroom-v 45.6-1 Change_position_on_a_scale mushroom.01 1 ----- 0:2-ARGM-TMP 5:2-ARG1=Patient;Item 13:0-rel 14:1-ARG4 19:1-ARG3 
",Change_position_on_a_scale
DeepBank1.1/20304021,317,"nw/wsj/03/wsj_0304.parse 20 7 gold write-v 25.2 Text_creation write.01 null ----- 6:1*8:1-ARG1=Theme;Text 7:0-rel 6:1*8:1-LINK-PSV 
",Text_creation
DeepBank1.1/20304024,306,"nw/wsj/03/wsj_0304.parse 23 2 gold consider-v 29.9-1-1-1 Categorization consider.01 null ----- 1:1-ARG0=Agent;Cognizer 2:0-rel 3:2-ARG1=Theme;Item 
",Categorization
DeepBank1.1/20304026,138,"nw/wsj/03/wsj_0304.parse 25 4 gold need-v 32.1-1-1 Required_event need.01 null ----- 0:1,6:1-ARG1=Theme 4:0-rel 
",Required_event
DeepBank1.1/20305001,535,"nw/wsj/03/wsj_0305.parse 0 12 gold acquire-v 13.5.2-1 Getting acquire.01 null ----- 0:2-ARGM-TMP 11:1-ARG0=Agent;Recipient 12:0-rel 13:3-ARG1=Theme;Theme 
",Getting
DeepBank1.1/20305004,249,"nw/wsj/03/wsj_0305.parse 3 13 gold claim-v 37.7-1 Statement claim.01 null ----- 0:1*15:1-ARG1=Topic;Message 9:2-ARG0=Agent;Speaker 13:0-rel 
",Statement
DeepBank1.1/20305005,623,"nw/wsj/03/wsj_0305.parse 4 18 gold hold-v 29.5-1 Containing hold.02 null ----- 17:0-ARGM-MNR 18:0-rel 23:0-ARG1=Theme 
",Containing
DeepBank1.1/20305008,774,"nw/wsj/03/wsj_0305.parse 7 5 gold start-v 55.1-1 Activity_start start.01 null ----- 0:1*3:1*4:1-ARG0=Agent;Agent 5:0-rel 6:2-ARG1=Theme;Activity 0:1*3:1-LINK-SLC 
",Activity_start
DeepBank1.1/20305009,243,"nw/wsj/03/wsj_0305.parse 8 1 gold join-v 22.1-2-1 Cause_to_amalgamate join.01 null ----- 0:1-ARG0=Agent;Agent 1:0-rel 2:1-ARG1=Patient;Part_1 4:1-ARGM-TMP 
",Cause_to_amalgamate
DeepBank1.1/20305011,649,"nw/wsj/03/wsj_0305.parse 10 14 gold provide-v 13.4.1-2 Supply provide.01 null ----- 12:1-ARG0=Agent 14:0-rel 15:1-ARG1=Theme 16:1-ARG2=Recipient 
",Supply
DeepBank1.1/20305013,465,"nw/wsj/03/wsj_0305.parse 12 6 gold merge-v 22.1-1-1 Cause_to_amalgamate merge.01 1 ----- 3:1*14:1-ARG0=Agent;Agent 4:0-ARGM-MOD 5:1-ARGM-MNR 6:0-rel 7:2-ARG1=Patient;Part_1 10:1-ARG2=Co-Patient;Part_2 13:1-ARGM-TMP 18:1-ARGM-CAU 
",Cause_to_amalgamate
DeepBank1.1/20305014,573,"nw/wsj/03/wsj_0305.parse 13 2 gold acquire-v 13.5.2-1 Getting acquire.01 null ----- 0:1-ARG0=Agent;Recipient 1:0-ARGM-MOD 2:0-rel 3:2-ARG1=Theme;Theme 
",Getting
DeepBank1.1/20305021,199,"nw/wsj/03/wsj_0305.parse 20 8 gold scare-v 31.1 Experiencer_obj scare.02 2 ----- 0:1-ARGM-ADV 5:1-ARG0=Stimulus;Stimulus 6:0-ARGM-MOD 8:0,10:1-rel 9:1-ARG1=Experiencer;Experiencer 
",Experiencer_obj
DeepBank1.1/20305022,539,"nw/wsj/03/wsj_0305.parse 21 25 gold hurt-v 31.1 Cause_harm hurt.01 null ----- 0:2-ARG2 25:0-rel 26:2-ARG1=Experiencer;Victim 
",Cause_harm
DeepBank1.1/20305025,166,"nw/wsj/03/wsj_0305.parse 24 10 gold claim-v 37.7-1 Statement claim.01 null ----- 1:2*12:1-ARG1=Topic;Message 9:1-ARG0=Agent;Speaker 10:0-rel 
",Statement
DeepBank1.1/20305027,203,"nw/wsj/03/wsj_0305.parse 26 5 gold comment-v 37.11-1-1 Statement comment.01 1 ----- 0:1*3:1-ARG0=Agent;Speaker 5:0-rel 6:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/20305031,589,"nw/wsj/03/wsj_0305.parse 30 1 gold begin-v 55.1-1 Activity_start begin.01 null ----- 0:1*3:1-ARG0=Agent;Agent 1:0-rel 2:1-ARGM-MNR 
",Activity_start
DeepBank1.1/20305042,544,"nw/wsj/03/wsj_0305.parse 41 3 gold file-v 9.10 Submitting_documents file.01 null ----- 0:1*15:1-ARG0=Agent 2:1-ARGM-TMP 3:0-rel 4:1-ARG1=Theme 5:1-ARGM-LOC 11:1-ARG3 15:2-ARG4 
",Submitting_documents
DeepBank1.1/20305049,395,"nw/wsj/03/wsj_0305.parse 48 9 gold stick-v 9.7-1 Being_attached stick.01 null ----- 8:1-ARG1=Theme 9:0-rel 10:1-ARG2=Destination 
",Being_attached
DeepBank1.1/20305051,562,"nw/wsj/03/wsj_0305.parse 50 33 gold carry-v 54.3 Bringing carry.01 null ----- 0:1-ARGM-ADV 32:1-ARG0=Location 33:0-rel 34:2-ARG1=Value 
",Bringing
DeepBank1.1/20305052,276,"nw/wsj/03/wsj_0305.parse 51 7 gold write-v 25.2 Text_creation write.01 null ----- 1:1*5:1*6:1-ARG0=Agent;Author 7:0-rel 9:1-ARG1=Theme;Text 1:1*5:1-LINK-SLC 
",Text_creation
DeepBank1.1/20306001,420,"nw/wsj/03/wsj_0306.parse 0 14 gold continue-v 55.3 Process_continue continue.01 null ----- 11:2-ARG0 14:0-rel 15:1-ARG1 
",Process_continue
DeepBank1.1/20306003,366,"nw/wsj/03/wsj_0306.parse 2 3 gold lead-v 51.7 Cotheme lead.01 null ----- 0:1*4:1-ARG1=Theme;Cotheme 3:0-rel 5:1-ARG0=Agent;Theme 0:1*4:1-LINK-PSV 
",Cotheme
DeepBank1.1/20306004,418,"nw/wsj/03/wsj_0306.parse 3 2 gold fall-v 45.6-1 Change_position_on_a_scale fall.01 null ----- 0:1-ARG1=Patient;Item 2:0-rel 3:1-ARG2=Extent;Difference 5:1-ARGM-TMP 7:1-ARG4 13:1-ARGM-ADV 
",Change_position_on_a_scale
DeepBank1.1/20307001,562,"nw/wsj/03/wsj_0307.parse 0 7 gold complete-v 55.2 Activity_finish complete.01 null ----- 0:2-ARG0=Agent 7:0-rel 8:2-ARG1=Theme 
",Activity_finish
DeepBank1.1/20309003,352,"nw/wsj/03/wsj_0309.parse 2 3 gold make-v 29.3 Causation make.02 null ----- 0:1-ARG0=Agent 2:1-ARGM-TMP 3:0-rel 4:3-ARG1=Theme 
",Causation
DeepBank1.1/20309010,339,"nw/wsj/03/wsj_0309.parse 9 5 gold begin-v 55.1-1 Activity_start begin.01 null ----- 0:1-ARG0=Agent;Agent 4:0-ARGM-MOD 5:0-rel 6:2*10:1-ARG1=Theme;Activity 8:1-ARGM-TMP 
",Activity_start
DeepBank1.1/20309011,233,"nw/wsj/03/wsj_0309.parse 10 2 gold want-v 32.1-1-1 Desiring want.01 null ----- 0:1*3:1-ARG0=Pivot;Experiencer 2:0-rel 3:2-ARG1=Theme;Event/Focal_participant 
",Desiring
DeepBank1.1/20309015,377,"nw/wsj/03/wsj_0309.parse 14 3 gold continue-v 55.3 Process_continue continue.01 null ----- 1:1*4:2-ARG1 3:0-rel 
",Process_continue
DeepBank1.1/20309016,340,"nw/wsj/03/wsj_0309.parse 15 4 gold happen-v 48.3 Event happen.01 null ----- 0:1-ARG1=Theme;Event 4:0-rel 5:1-ARG2 
",Event
DeepBank1.1/20309018,306,"nw/wsj/03/wsj_0309.parse 17 1 gold sound-v 30.4 Appearance sound.01 null ----- 0:1-ARG1=Stimulus;Phenomenon 1:0-rel 2:1-ARG2 
",Appearance
DeepBank1.1/20309019,496,"nw/wsj/03/wsj_0309.parse 18 6 gold write-v 25.2 Contacting write.01 null ----- 0:2*9:1-ARG0=Agent 6:0-rel 7:1-ARG2 9:2-ARGM-PRP 
",Contacting
DeepBank1.1/20309024,431,"nw/wsj/03/wsj_0309.parse 23 5 gold realize-v 29.5-1 Coming_to_believe realize.01 null ----- 0:2-ARG0=Agent;Cognizer 4:1-ARGM-TMP 5:0-rel 6:1-ARG1=Theme;Content 
",Coming_to_believe
DeepBank1.1/20309026,293,"nw/wsj/03/wsj_0309.parse 25 2 gold conclude-v 97.2 Coming_to_believe conclude.01 null ----- 0:1-ARG0=Agent 2:0-rel 3:1-ARG1=Theme 
",Coming_to_believe
DeepBank1.1/20309027,423,"nw/wsj/03/wsj_0309.parse 26 12 gold conclude-v 97.2 Coming_to_believe conclude.01 null ----- 11:1-ARG0=Agent 12:0-rel 0:1-ARG1-DSP=Theme 
",Coming_to_believe
DeepBank1.1/20310003,95,"nw/wsj/03/wsj_0310.parse 2 3 gold disclose-v 37.7 Reveal_secret disclose.01 null ----- 0:1*4:1-ARG1=Topic;Information 2:0-ARGM-NEG 3:0-rel 
",Reveal_secret
DeepBank1.1/20310007,168,"nw/wsj/03/wsj_0310.parse 6 3 gold employ-v 13.5.3 Employing employ.01 1 ----- 0:1-ARG0=Agent 3:0-rel 4:2-ARG1=Theme 
",Employing
DeepBank1.1/20310008,341,"nw/wsj/03/wsj_0310.parse 7 8 gold continue-v 55.3 Process_continue continue.01 null ----- 0:3-ARG1 7:0-ARGM-MOD 8:0-rel 9:1-ARGM-MNR 
",Process_continue
DeepBank1.1/20311004,393,"nw/wsj/03/wsj_0311.parse 3 5 gold tell-v 37.2-1 Telling tell.01 null ----- 0:2-ARG0=Agent;Speaker 5:0-rel 6:1-ARG2=Recipient;Addressee 8:2-ARG1=Topic;Message 
",Telling
DeepBank1.1/20311006,240,"nw/wsj/03/wsj_0311.parse 5 8 gold propose-v 37.7-1 Statement propose.01 null ----- 5:1*9:1-ARG1=Topic;Message 6:1-ARG0=Agent;Speaker 8:0-rel 10:1-ARG3=Recipient;Addressee 12:1-ARGM-TMP 
",Statement
DeepBank1.1/20311007,366,"nw/wsj/03/wsj_0311.parse 6 4 gold stick-v 9.7-1 Being_attached stick.01 null ----- 1:1-ARG1=Theme 3:0-ARGM-MOD 4:0-rel 5:1-ARG2=Destination 
",Being_attached
DeepBank1.1/20311008,611,"nw/wsj/03/wsj_0311.parse 7 1 gold propose-v 37.7-1 Statement propose.01 null ----- 0:1-ARG0=Agent;Speaker 1:0-rel 2:4-ARG1=Topic;Message 
",Statement
DeepBank1.1/20312003,457,"nw/wsj/03/wsj_0312.parse 2 20 gold feel-v 30.1-1 Feeling feel.01 null ----- 12:1-ARGM-MNR 19:1-ARG0=Experiencer 20:0-rel 21:1-ARG1=Stimulus 
",Feeling
DeepBank1.1/20314002,329,"nw/wsj/03/wsj_0314.parse 1 3 gold frustrate-v 31.1 Experiencer_obj frustrate.01 1 ----- 0:1*4:1-ARG1=Experiencer;Experiencer 3:0-rel 5:1-ARG0=Stimulus;Stimulus 0:1*4:1-LINK-PSV 
",Experiencer_obj
DeepBank1.1/20314004,269,"nw/wsj/03/wsj_0314.parse 3 7 gold drive-v 51.4.2 Subjective_influence drive.02 null ----- 0:2-ARG0=Agent 7:0-rel 8:1-ARG1=Theme 11:1-ARG2 
",Subjective_influence
DeepBank1.1/20314005,561,"nw/wsj/03/wsj_0314.parse 4 12 gold call-v 60 Request call.03 null ----- 0:1-ARG0=Agent;Speaker 12:0-rel 13:1-ARG1=Topic;Message 
",Request
DeepBank1.1/20314012,540,"nw/wsj/03/wsj_0314.parse 11 1 gold complain-v 37.8 Statement complain.01 null ----- 0:1-ARG0=Agent;Speaker 1:0-rel 2:2-ARGM-TMP 5:2-ARGM-TMP 
",Statement
DeepBank1.1/20314014,311,"nw/wsj/03/wsj_0314.parse 13 12 gold keep-v 55.6 Cause_to_continue keep.04 null ----- 10:1-ARG0=Agent 12:0-rel 13:1-ARG1=Theme 15:1-ARG2 
",Cause_to_continue
DeepBank1.1/20314017,224,"nw/wsj/03/wsj_0314.parse 16 3 gold worry-v 31.1 Emotion_active worry.01 null ----- 0:1-ARG0=Stimulus 3:0-rel 4:1-ARG1=Experiencer 
",Emotion_active
DeepBank1.1/20314024,441,"nw/wsj/03/wsj_0314.parse 23 12 gold scoff-v 40.2 Judgment_communication scoff.01 1 ----- 0:2-ARG0=Agent;Communicator 12:0-rel 13:1-ARG1=Recipient;Addressee 
",Judgment_communication
DeepBank1.1/20314025,338,"nw/wsj/03/wsj_0314.parse 24 2 gold hope-v 32.2-1 Desiring hope.01 1 ----- 1:1-ARG0=Pivot 2:0-rel 3:1-ARG1=Theme 
",Desiring
DeepBank1.1/20314026,298,"nw/wsj/03/wsj_0314.parse 25 1 gold assert-v 29.5-2 Statement assert.03 1 ----- 0:1-ARG0=Agent;Speaker 1:0-rel 2:1-ARG1=Theme;Addressee 
",Statement
DeepBank1.1/20314027,327,"nw/wsj/03/wsj_0314.parse 26 12 gold lead-v 51.7 Cotheme lead.01 null ----- 2:1*10:1-ARG0=Agent;Theme 12:0-rel 13:2-ARG1=Theme;Cotheme 
",Cotheme
DeepBank1.1/20314029,440,"nw/wsj/03/wsj_0314.parse 28 6 gold dismantle-v 23.3 Destroying dismantle.01 1 ----- 0:1*4:1-ARG0 6:0-rel 7:3-ARG1=Patient;Undergoer 
",Destroying
DeepBank1.1/20314031,594,"nw/wsj/03/wsj_0314.parse 30 3 gold appoint-v 29.1 Change_of_leadership appoint.01 1 ----- 0:1*4:1-ARG1=Theme;New_leader 3:0-rel 5:1-ARG0=Agent;Selector 0:1*4:1-LINK-PSV 
",Change_of_leadership
DeepBank1.1/20314035,144,"nw/wsj/03/wsj_0314.parse 34 5 gold rise-v 45.6-1 Change_position_on_a_scale rise.01 null ----- 0:2-ARG1=Patient;Item 4:0-ARGM-MOD 5:0-rel 6:1-ARGM-MNR 
",Change_position_on_a_scale
DeepBank1.1/20314037,750,"nw/wsj/03/wsj_0314.parse 36 43 gold fear-v 31.2-1 Experiencer_focus fear.01 null ----- 42:1-ARG0=Experiencer 43:0-rel 44:1-ARG1=Stimulus 
",Experiencer_focus
DeepBank1.1/20314038,442,"nw/wsj/03/wsj_0314.parse 37 15 gold begin-v 55.1-1 Activity_start begin.01 null ----- 3:1*6:1*16:1;18:3-ARG1=Theme;Activity 7:1-ARG0=Agent;Agent 15:0-rel 3:1*6:1-LINK-SLC 
",Activity_start
DeepBank1.1/20314039,254,"nw/wsj/03/wsj_0314.parse 38 1 gold hope-v 32.2-1 Desiring hope.01 1 ----- 0:1-ARG0=Pivot 1:0-rel 2:1-ARG1=Theme 
",Desiring
DeepBank1.1/20314040,379,"nw/wsj/03/wsj_0314.parse 39 3 gold estimate-v 54.4 Estimating estimate.01 1 ----- 0:2-ARG0=Agent 3:0-rel 4:1-ARG1=Theme 
",Estimating
DeepBank1.1/20314042,411,"nw/wsj/03/wsj_0314.parse 41 17 gold reduce-v 76 Cause_change_of_position_on_a_scale reduce.01 null ----- 15:1-ARG0=Cause 17:0-rel 18:4-ARG1=Patient 
",Cause_change_of_position_on_a_scale
DeepBank1.1/20315003,255,"nw/wsj/03/wsj_0315.parse 2 8 gold sell-v 13.1-1 Commerce_sell sell.01 null ----- 0:1*9:1-ARG1=Theme;Goods 8:0-rel 10:1-ARG2=Recipient 
",Commerce_sell
DeepBank1.1/20315004,217,"nw/wsj/03/wsj_0315.parse 3 6 gold estimate-v 54.4 Estimating estimate.01 1 ----- 0:1*4:1-ARG0=Agent 6:0-rel 7:2-ARG1=Theme 
",Estimating
DeepBank1.1/20315006,115,"nw/wsj/03/wsj_0315.parse 5 2 gold employ-v 13.5.3 Employing employ.01 1 ----- 0:1-ARG0=Agent 2:0-rel 3:2-ARG1=Theme 
",Employing
DeepBank1.1/20315008,179,"nw/wsj/03/wsj_0315.parse 7 2 gold exist-v 47.1-1 Existence exist.01 null ----- 2:0-rel 3:0-ARG1=Theme;Entity 
",Existence
DeepBank1.1/20318004,261,"nw/wsj/03/wsj_0318.parse 3 3 gold call-v 29.3 Being_named call.01 null ----- 0:1*4:1-ARG1=Theme;Entity 3:0-rel 5:2-ARG2=Result;Name 0:1*4:1-LINK-PRO 
",Being_named
DeepBank1.1/20319001,502,"nw/wsj/03/wsj_0319.parse 0 5 gold rise-v 45.6-1 Change_position_on_a_scale rise.01 null ----- 0:2-ARG1=Patient;Item 5:0-rel 6:1-ARG2=Extent;Difference 8:1-ARGM-TMP 13:2-ARGM-ADV 21:1-ARGM-TMP 
",Change_position_on_a_scale
DeepBank1.1/20319002,418,"nw/wsj/03/wsj_0319.parse 1 18 gold report-v 37.7-1 Statement report.01 null ----- 14:1*19:1-ARG1 18:0-rel 20:1-ARGM-TMP 14:1*19:1-LINK-PSV 
",Statement
DeepBank1.1/20319003,526,"nw/wsj/03/wsj_0319.parse 2 8 gold begin-v 55.1-1 Process_start begin.01 null ----- 1:2,9:2-ARG1=Theme;Event 8:0-rel 
",Process_start
DeepBank1.1/20319007,461,"nw/wsj/03/wsj_0319.parse 6 4 gold end-v 55.4-1 Cause_to_end end.01 null ----- 1:1*5:1-ARG1=Theme 4:0-rel 6:1-ARGM-TMP 1:1*5:1-LINK-PSV 
",Cause_to_end
DeepBank1.1/20319008,214,"nw/wsj/03/wsj_0319.parse 7 4 gold climb-v 45.6-1 Change_position_on_a_scale climb.02 null ----- 0:1-ARG1=Patient;Item 4:0-rel 5:1-ARG2=Extent;Difference 7:1-ARGM-TMP 
",Change_position_on_a_scale
DeepBank1.1/20319011,307,"nw/wsj/03/wsj_0319.parse 10 3 gold climb-v 45.6-1 Change_position_on_a_scale climb.02 null ----- 0:1-ARG1=Patient;Item 3:0-rel 4:1,15:1-ARGM-MNR 10:1-ARGM-LOC 
",Change_position_on_a_scale
DeepBank1.1/20319012,480,"nw/wsj/03/wsj_0319.parse 11 17 gold end-v 55.4-1 Cause_to_end end.01 null ----- 14:1*18:1-ARG1=Theme 17:0-rel 19:1-ARGM-TMP 14:1*18:1-LINK-PSV 
",Cause_to_end
DeepBank1.1/20319015,345,"nw/wsj/03/wsj_0319.parse 14 13 gold rise-v 45.6-1 Change_position_on_a_scale rise.01 null ----- 0:1-ARGM-ADV 7:2-ARG1=Patient;Item 13:0-rel 14:1-ARG2=Extent;Difference 16:1-ARGM-TMP 
",Change_position_on_a_scale
DeepBank1.1/20319016,161,"nw/wsj/03/wsj_0319.parse 15 6 gold rise-v 45.6-1 Change_position_on_a_scale rise.01 null ----- 0:1-ARGM-ADV 4:1-ARG1=Patient;Item 6:0-rel 7:1-ARG2=Extent;Difference 
",Change_position_on_a_scale
DeepBank1.1/20319020,155,"nw/wsj/03/wsj_0319.parse 19 2 gold rise-v 45.6-1 Change_position_on_a_scale rise.01 null ----- 0:1-ARG1=Patient;Item 2:0-rel 3:1-ARG2=Extent;Difference 5:1-ARGM-TMP 
",Change_position_on_a_scale
DeepBank1.1/20319021,226,"nw/wsj/03/wsj_0319.parse 20 4 gold end-v 55.4-1 Cause_to_end end.01 null ----- 1:1*5:1-ARG1=Theme 4:0-rel 6:1-ARGM-TMP 1:1*5:1-LINK-PSV 
",Cause_to_end
DeepBank1.1/20319022,397,"nw/wsj/03/wsj_0319.parse 21 1 gold rise-v 45.6-1 Change_position_on_a_scale rise.01 null ----- 0:1-ARG1=Patient;Item 1:0-rel 13:1-ARG2=Extent;Difference 15:1-ARGM-TMP 
",Change_position_on_a_scale
DeepBank1.1/20323002,225,"nw/wsj/03/wsj_0323.parse 1 1 gold rise-v 45.6-1 Change_position_on_a_scale rise.01 null ----- 0:1-ARG1=Patient;Item 1:0-rel 2:1-ARG2=Extent;Difference 4:1-ARG4 8:1-ARG3 
",Change_position_on_a_scale
DeepBank1.1/20326002,482,"nw/wsj/03/wsj_0326.parse 1 18 gold mention-v 37.7-1 Statement mention.01 1 ----- 0:2-ARG0=Agent;Speaker 17:0-ARGM-NEG 18:0-rel 19:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/20326003,646,"nw/wsj/03/wsj_0326.parse 2 4 gold begin-v 55.1-1 Process_start begin.01 null ----- 3:1-ARG1=Theme;Event 4:0-rel 
",Process_start
DeepBank1.1/20326007,219,"nw/wsj/03/wsj_0326.parse 6 4 gold appear-v 48.1.1 Coming_to_be appear.01 null ----- 0:1-ARG1=Theme;Entity 3:0-ARGM-MOD 4:0-rel 5:1-ARGM-TMP 
",Coming_to_be
DeepBank1.1/20326008,426,"nw/wsj/03/wsj_0326.parse 7 2 gold hope-v 32.2-1 Desiring hope.01 1 ----- 0:1-ARG0=Pivot 2:0-rel 3:1-ARG1=Theme 
",Desiring
DeepBank1.1/20326013,525,"nw/wsj/03/wsj_0326.parse 12 4 gold try-v 61 Attempt try.01 null ----- 1:1*5:1-ARG0=Agent 3:1-ARGM-ADV 4:0-rel 5:2-ARG1=Theme 
",Attempt
DeepBank1.1/20326024,337,"nw/wsj/03/wsj_0326.parse 23 11 gold send-v 11.1-1 Sending send.01 null ----- 1:1*10:1-ARG0=Agent;Sender 6:1-ARGM-TMP 11:0-rel 12:2-ARG1=Theme;Theme 
",Sending
DeepBank1.1/20326026,498,"nw/wsj/03/wsj_0326.parse 25 12 gold send-v 11.1-1 Sending send.01 null ----- 3:1*10:1-ARG0=Agent;Sender 12:0-rel 13:3-ARG1=Theme;Theme 21:1-ARG2=Destination;Goal/Recipient 
",Sending
DeepBank1.1/20326029,297,"nw/wsj/03/wsj_0326.parse 28 5 gold try-v 61 Attempt try.01 null ----- 3:1*6:1-ARG0=Agent 5:0-rel 6:2-ARG1=Theme 
",Attempt
DeepBank1.1/20328002,369,"nw/wsj/03/wsj_0328.parse 1 3 gold remain-v 47.1-1 State_continue remain.01 null ----- 0:1-ARG1=Theme 3:0-rel 4:1-ARG3 
",State_continue
DeepBank1.1/20328004,470,"nw/wsj/03/wsj_0328.parse 3 1 gold face-v 98 Confronting_problem face.01 null ----- 0:1*7:1-ARG1 1:0-rel 3:1-ARG0 
",Confronting_problem
DeepBank1.1/20328006,314,"nw/wsj/03/wsj_0328.parse 5 1 gold assume-v 93 Adopt_selection assume.01 null ----- 0:1*7:1-ARG0=Agent 1:0-rel 2:1-ARG1=Theme 4:1-ARGM-TMP 
",Adopt_selection
